event_id,cell_id,evaluation_weight,population_weight,system,forecast,prior,oracle_posterior,oracle_squared_error,oracle_absolute_error,expected_brier,expected_log_loss,scheduled_calls,inference_attempts,prompt_tokens,output_tokens,path_total_movement
1,prior_0.6_signals_01111,0.011518499999999997,0.011518499999999997,prior,0.6,0.6,0.9598906107566089,0.12952125171076498,0.3598906107566089,0.16802187784867825,0.5270885816117148,0,0,0,0,
1,prior_0.6_signals_01111,0.011518499999999997,0.011518499999999997,oracle_bayes,0.9598906107566089,0.6,0.9598906107566089,0.0,0.0,0.03850062613791328,0.16829163696668015,0,0,0,0,
1,prior_0.6_signals_01111,0.011518499999999997,0.011518499999999997,central_full,0.76,0.6,0.9598906107566089,0.03995625626865011,0.19989061075660886,0.07845688240656339,0.32067011683876034,5,5,1665,90,0.42000000000000004
1,prior_0.6_signals_01111,0.011518499999999997,0.011518499999999997,central_compact,0.76,0.6,0.9598906107566089,0.03995625626865011,0.19989061075660886,0.07845688240656339,0.32067011683876034,5,5,1808,106,0.2600000000000001
1,prior_0.6_signals_01111,0.011518499999999997,0.011518499999999997,market,0.76,0.6,0.9598906107566089,0.03995625626865011,0.19989061075660886,0.07845688240656339,0.32067011683876034,5,5,1848,97,0.33999999999999997
2,prior_0.3_signals_10010,0.0063367499999999995,0.0063367499999999995,prior,0.3,0.3,0.12758906379453194,0.029725530923245973,0.17241093620546805,0.1410356255178128,0.4647808847006458,0,0,0,0,
2,prior_0.3_signals_10010,0.0063367499999999995,0.0063367499999999995,oracle_bayes,0.12758906379453194,0.3,0.12758906379453194,0.0,0.0,0.11131009459456681,0.3817777827804023,0,0,0,0,
2,prior_0.3_signals_10010,0.0063367499999999995,0.0063367499999999995,central_full,0.37,0.3,0.12758906379453194,0.0587630619920115,0.24241093620546805,0.17007315658657832,0.5299405045982865,5,5,1665,107,0.55
2,prior_0.3_signals_10010,0.0063367499999999995,0.0063367499999999995,central_compact,0.37,0.3,0.12758906379453194,0.0587630619920115,0.24241093620546805,0.17007315658657832,0.5299405045982865,5,5,1808,106,0.35000000000000014
2,prior_0.3_signals_10010,0.0063367499999999995,0.0063367499999999995,market,0.28,0.3,0.12758906379453194,0.023229093475027263,0.15241093620546808,0.13453918806959406,0.44900703943391773,5,5,1848,101,0.49999999999999994
3,prior_0.7_signals_01011,0.007589249999999997,0.007589249999999997,prior,0.7,0.7,0.9152090127482952,0.04631491916809592,0.2152090127482953,0.12391639490068192,0.42851816601722054,0,0,0,0,
3,prior_0.7_signals_01011,0.007589249999999997,0.007589249999999997,oracle_bayes,0.9152090127482952,0.7,0.9152090127482952,0.0,0.0,0.077601475732586,0.29031745008310195,0,0,0,0,
3,prior_0.7_signals_01011,0.007589249999999997,0.007589249999999997,central_full,0.69,0.7,0.9152090127482952,0.05071909942306183,0.2252090127482953,0.12832057515564782,0.4389065867664812,5,5,1666,100,0.18999999999999995
3,prior_0.7_signals_01011,0.007589249999999997,0.007589249999999997,central_compact,0.72,0.7,0.9152090127482952,0.038106558658164105,0.19520901274829527,0.11570803439075009,0.4085858992069853,5,5,1809,98,0.28
3,prior_0.7_signals_01011,0.007589249999999997,0.007589249999999997,market,0.76,0.7,0.9152090127482952,0.024089837638300474,0.15520901274829524,0.10169131337088647,0.3721736793342472,5,5,1849,86,0.4999999999999998
4,prior_0.4_signals_01110,0.004536,0.004536,prior,0.4,0.4,0.5416666666666665,0.020069444444444397,0.1416666666666665,0.2683333333333333,0.7304525573245797,0,0,0,0,
4,prior_0.4_signals_01110,0.004536,0.004536,oracle_bayes,0.5416666666666665,0.4,0.5416666666666665,0.0,0.0,0.2482638888888889,0.6896709283570267,0,0,0,0,
4,prior_0.4_signals_01110,0.004536,0.004536,central_full,0.62,0.4,0.5416666666666665,0.006136111111111134,0.07833333333333348,0.2544,0.70241207088074,5,5,1666,95,0.4800000000000001
4,prior_0.4_signals_01110,0.004536,0.004536,central_compact,0.51,0.4,0.5416666666666665,0.0010027777777777678,0.03166666666666651,0.24926666666666664,0.6916803316283777,5,5,1809,110,0.29000000000000004
4,prior_0.4_signals_01110,0.004536,0.004536,market,0.59,0.4,0.5416666666666665,0.0023361111111111226,0.04833333333333345,0.25060000000000004,0.6944502066330189,5,5,1849,100,0.4900000000000001
5,prior_0.5_signals_01011,0.006033749999999999,0.006033749999999999,prior,0.5,0.5,0.82224984462399,0.10384496236018569,0.32224984462399,0.25,0.6931471805599452,0,0,0,0,
5,prior_0.5_signals_01011,0.006033749999999999,0.006033749999999999,oracle_bayes,0.82224984462399,0.5,0.82224984462399,0.0,0.0,0.14615503763981433,0.46796473740968336,0,0,0,0,
5,prior_0.5_signals_01011,0.006033749999999999,0.006033749999999999,central_full,0.62,0.5,0.82224984462399,0.04090499965042809,0.20224984462398998,0.1870600372902424,0.5650530740574498,5,5,1664,108,0.5000000000000001
5,prior_0.5_signals_01011,0.006033749999999999,0.006033749999999999,central_compact,0.672,0.5,0.82224984462399,0.022575015809533118,0.15024984462398994,0.16873005344934744,0.5249873010393205,5,5,1828,107,0.34999999999999976
5,prior_0.5_signals_01011,0.006033749999999999,0.006033749999999999,market,0.67,0.5,0.82224984462399,0.023180015188029077,0.15224984462398994,0.1693350528278434,0.5263575706781713,5,5,1848,99,0.4299999999999998
6,prior_0.4_signals_00000,0.013891500000000001,0.013891500000000001,prior,0.4,0.4,0.02721088435374149,0.13897172474431954,0.37278911564625855,0.16544217687074833,0.5218586879321992,0,0,0,0,
6,prior_0.4_signals_00000,0.013891500000000001,0.013891500000000001,oracle_bayes,0.02721088435374149,0.4,0.02721088435374149,0.0,0.0,0.026470452126428793,0.12490905227774105,0,0,0,0,
6,prior_0.4_signals_00000,0.013891500000000001,0.013891500000000001,central_full,0.18,0.4,0.02721088435374149,0.023344513859965752,0.1527891156462585,0.04981496598639455,0.23971209489711948,5,5,1664,92,0.38000000000000006
6,prior_0.4_signals_00000,0.013891500000000001,0.013891500000000001,central_compact,0.17,0.4,0.02721088435374149,0.020388731547040587,0.1427891156462585,0.04685918367346939,0.22947589829327256,5,5,1807,119,0.23
6,prior_0.4_signals_00000,0.013891500000000001,0.013891500000000001,market,0.11,0.4,0.02721088435374149,0.0068540376694895665,0.08278911564625852,0.033324489795918365,0.17342473045823092,5,5,1847,92,0.29000000000000004
7,prior_0.6_signals_00011,0.005256,0.005256,prior,0.6,0.6,0.7551369863013697,0.024067484518671384,0.15513698630136974,0.20897260273972607,0.6101090320869967,0,0,0,0,
7,prior_0.6_signals_00011,0.005256,0.005256,oracle_bayes,0.7551369863013697,0.6,0.7551369863013697,0.0,0.0,0.18490511822105468,0.5566208934459913,0,0,0,0,
7,prior_0.6_signals_00011,0.005256,0.005256,central_full,0.67,0.6,0.7551369863013697,0.007248306436479608,0.08513698630136968,0.1921534246575343,0.573885894136854,5,5,1664,104,0.51
7,prior_0.6_signals_00011,0.005256,0.005256,central_compact,0.56,0.6,0.7551369863013697,0.03807844342278093,0.19513698630136966,0.22298356164383562,0.6388701632748857,5,5,1807,105,0.31999999999999995
7,prior_0.6_signals_00011,0.005256,0.005256,market,0.54,0.6,0.7551369863013697,0.04628392287483572,0.21513698630136968,0.2311890410958904,0.6554481239456503,5,5,1847,91,0.58
8,prior_0.5_signals_01000,0.00821625,0.00821625,prior,0.5,0.5,0.08626198083067087,0.17117914850616014,0.4137380191693291,0.25,0.6931471805599454,0,0,0,0,
8,prior_0.5_signals_01000,0.00821625,0.00821625,oracle_bayes,0.08626198083067087,0.5,0.08626198083067087,0.0,0.0,0.07882085149383984,0.29380302032739036,0,0,0,0,
8,prior_0.5_signals_01000,0.00821625,0.00821625,central_full,0.38,0.5,0.08626198083067087,0.08628202390552116,0.2937380191693291,0.16510287539936103,0.520265200571131,5,5,1666,95,0.3599999999999999
8,prior_0.5_signals_01000,0.00821625,0.00821625,central_compact,0.452,0.5,0.08626198083067087,0.13376429866590456,0.36573801916932913,0.21258515015974444,0.6180934549482625,5,5,1829,110,0.1840000000000001
8,prior_0.5_signals_01000,0.00821625,0.00821625,market,0.34,0.5,0.08626198083067087,0.06438298237197485,0.25373801916932914,0.1432038338658147,0.472732517029005,5,5,1849,99,0.38000000000000006
9,prior_0.5_signals_01101,0.005296250000000001,0.005296250000000001,prior,0.5,0.5,0.7455746990795374,0.060306932828005366,0.24557469907953744,0.25,0.6931471805599454,0,0,0,0,
9,prior_0.5_signals_01101,0.005296250000000001,0.005296250000000001,oracle_bayes,0.7455746990795374,0.5,0.7455746990795374,0.0,0.0,0.18969306717199463,0.5671448158101071,0,0,0,0,
9,prior_0.5_signals_01101,0.005296250000000001,0.005296250000000001,central_full,0.63,0.5,0.7455746990795374,0.013357511067325632,0.11557469907953744,0.20305057823932027,0.5974448825891473,5,5,1666,98,0.33000000000000007
9,prior_0.5_signals_01101,0.005296250000000001,0.005296250000000001,central_compact,0.615,0.5,0.7455746990795374,0.017049752039711756,0.13057469907953745,0.2067428192117064,0.6053004622809284,5,5,1829,129,0.2749999999999999
9,prior_0.5_signals_01101,0.005296250000000001,0.005296250000000001,market,0.67,0.5,0.7455746990795374,0.005711535140962631,0.0755746990795374,0.19540460231295725,0.5806577630669378,5,5,1849,114,0.41000000000000014
10,prior_0.4_signals_10010,0.0058165000000000005,0.0058165000000000005,prior,0.4,0.4,0.18533482334737386,0.0460811380673032,0.21466517665262616,0.19706696466947482,0.5859724279507412,0,0,0,0,
10,prior_0.4_signals_10010,0.0058165000000000005,0.0058165000000000005,oracle_bayes,0.18533482334737386,0.4,0.18533482334737386,0.0,0.0,0.1509858266021716,0.4793872543267536,0,0,0,0,
